,text_a,text_b,labels
1167,"@SurYosodipuro_ Komunis basngsat tdk perduli dg matinya orasng,rusaknya infrastruktur,kaconya msyarakat yg pnting tujuan tercape",Komunis,2
1168,@syedamiruledros Sweet kot dalam dunia mat rempit,Sweet,2
1169,Alasan kenapa bisa bikin ketupat : dari kecil ditakut2 in kalo g bisa bikin suruh ngemut tai ayam dikolong meja . Bodohnya diriku...,ketupat,2
1170,"4-Misteri kehilangan bukit2 batu kapur di Malaysia ini semua orang tahu. Tapi bila pemimpin kita hidungnya diikat kapitalis, inilah jadinya.",Malaysia,2
1171,pukimak tol adam paan bin daud,bin daud,2
1172,"nak girls or laki yg setia , carilah yg support MU or arsenal , kelab da macam bodoh still sokong",MU,2
1173,Gila geli bodo. Jahanam kau cicakkkk.,Jahanam,2
1174,"@detikcom @detikhot Atas nama HAM dan karya seni, padahal mah murni kapitalis nyari duit...segala preet jamban laah.",HAM,2
1175,@mohd_hafiz14 Kepala babi Jok only for Laken anjirrrrr ,Kepala,2
1176,"Tak faham betul hati sendiri ni, susah betul ek nak marah nak benci dgn org",org,2
1177,Kenapa pada takut sama Komunisme? padahal udah biasa sama Kapitalis...,Komunisme,2
1178,"Yai said di fitnah Liberal syiah liberal kafir DLL.
Beliau diam saja,
Sedangkan qm dibilang RADIKAL aja uda klojotan.

Dasar kampret .",Liberal syiah,2
1179,Aku benci manusia yg ignorant yg acah diri dia je betul. Tahi,Tahi,2
1180,@lebihbaikjokowi Goblok..satelit punya swasta diklaim jokowi yg punya..dasar muka bebal #17AprilGoodByeJokowi,Goblok,2
1181,"@gimdeoyeon @yuoqi SIOMAY KAN DIMSUM, MANUSIA JAHANAM.",JAHANAM,2
1182,MCM SIAL,MCM SIAL,2
1183,Babi bodo sial ingat cool ke biadap dgn org tua,org,2
1184,@AnnuarMusa Mengapa perlu masuk ppbm sedangkan ppbm bersekongkol dgn komunis dan lgbt. Tak malukah kita pada diri sendiri.,lgbt,2
1185,"@BinNuh_ Tambahin KOMUNIS / PKI bang

#IndonesiaCallsObservers",IndonesiaCallsObservers,2
1186,@lvkmanzamberi @iqbalazhr Ini la mat rempit yg membahayakan nyawa org lain atas highway tu kn?,org,2
1187,sorry aku unfollow org bodoh dgn mat rempit. cowy,cowy,2
1188,@zudhi_setiadi Kirim balik pengusaha taipan2 cungkok cinak komunis ke Guangzhou sana...,Guangzhou,2
1189,"@budimandjatmiko Tokoh komunis sahabat mbah surip

Mao di Zendong",Zendong,2
1190,Erghhhh!!! BABAINYAAAAA!!!! DUIT AKU HABIS MACAM TU JE!!!!! TRANSFER DUIT TAPI TAK MASUK2!!!!! PUKIMAK ANJING CIMB!!!!!!,PUKIMAK,2
1191,Kepala babi die cip cip cip. Sapi sapi .,Sapi,2
1192,@republikaonline @msaid_didu Wow.... Dia Berjaya di Negeri Komunis.,Negeri Komunis,2
1193,"Kalo mengaku etnis china....
China yg mana....suku apa...
Yg komunis apa yg kuomintang atau yg kekaisaran...",China,2
1194,Sana org tkanan flight delay. Sana mmujuk yg fail pukimak @ayuuasri,Sana,2
1195,Padan muka kau Fida kena marah dgn Haris #AsalkanDiaBahagia,AsalkanDiaBahagia,2
1196,@umobile buat hal malam ni. Tiba2 jd 2G. 3G pun hidup segan mati tak mahu. 4G lagi laa. Bulu jidung tak nampak. Anjirrrrrr.,4G,2
1197,Laparr lah tp malas nak g makan,Laparr,2
1198,@khvfizi Jahanam bangsa,Jahanam,2
1199,"@acabasyraff @nurrafidahhh Bak kata org indon, ANJIRRRR ! bocah anak anjing wakakaka",Bak,2
1200,"Tetapi Bill Gates, salah satu tokoh terkaya dunia
hidup di negara yang menganut paham kapitalis, selalu menyedekahkan banyak hartanya.",Bill Gates,2
1201,"@mitzunator15 Tuu la, sy tak beradap lg takde otak, bikin adik oyan tak tentu pasal. Mmmmmmmmm",Tuu,2
1202,@ikhwansyamil Boba tea punya harga memang level kapitalis yahudi,Boba,2
1203,"@tan_markonah Masha &amp; the bear dr Rusia
Ada partai komunis di Rusia

Hati-hati!!!!",Rusia,2
1204,di kira aq yg danai jihad ... itu komunis semua yg dendam ke USA ....,USA,2
1205,"kata Tan, pemikiran anarkistis itu salah satunya berakar dari kekalahan persaingan ekonomi dengan kapitalis barat",Tan,2
1206,"Kerja di tempat swasta, tapi serasa jadi buruh kapitalis. Gk dikasih thr sama sekali. Pantek",Pantek,2
1207,"Doa untuk seminggu kedepan:

Ya Tuhan.. jauhkanlah saya dari para penyebar spoiler jahanam #AvengersEndGame amin.",AvengersEndGame,2
1208,@dewisutrisno_ Liat ini inget lagu jason ranti bahaya komunis,jason,2
1209,"@Airin_NZ @FerdinandHaean2 @aniesbaswedan Bgmn dgn yg buka pintu buat china komunis.di Indonesia kok mingkem.
#HadiriHalalBihalalAkbar212",Indonesia,2
1210,Masin mulut aku. Hakhakhak padan muka,Masin,2
1211,Harini aq gi CC pastu pc sebelah Aq ni  tgh tgk youtube search Mat Rempit.. ,Mat Rempit,2
1212,Cikboy suruh pegi kem? Takpe tarik diri dulu. Malas nak balik johor,johor,2
1213,"Tidak semua mat rempit jahat, saya sokong mat rempit! - Muhammad Nur Fahmi",Muhammad Nur Fahmi,2
1214,"@MichelAdamNew 60 calon jendral mau ngapain belajar jd komunis kah

Hadeuh 

#MKAdil_IndonesiaMenang
#MKAdil_IndonesiaMenang",60,2
1215,"Mimpi sosialis itu utopia, sama kaya toleransi di Indonesia",Indonesia,2
1216,Bodohnya pass acc lama punyalah senang,Bodohnya,2
1217,"Opening mcm sial. ""Kita sentiasa terbaik, say""",Opening,2
1218,@nazmishahar Membanteras zionis israel,israel,2
1219,Padan muka Danii #CuriCuriCinta,CuriCuriCinta,2
1220,"@rockygerung Mau lebih cepat dan sedikit lebih mulus, harus berani bayar mahal. ""jalan kapitalis"" #tol #mudik #Lebaran2019",Lebaran2019,2
1221,"@iamdizzygal Nanti takde orang rindu Dibee, padan muka.",Dibee,2
1222,"gambar ni bergerak upside down, aku stress tahap Ikram Dinzly",Ikram Dinzly,2
1223,"Facebook jgn sampek tau, klo tweet
lebih hot dgn ketidak jelasan dan kapitalis
tagar-tagar danc*k :')",Facebook,2
1224,Transisi dr 1 lagu ke lagu berikutnya itu loh anjirrrrrrrrr,1,2
1225,Sumpah aku benci iklan cerita pukul 7 ni. Degrading women af ,af,2
1226,@amirul_kerol96 Haa kann padan muka dia. Geram aku,Geram aku,2
1227,padan muka kau! puas hati aku habiskan 2 donat tu  tapiiiii 2 donat gak besar sepasang baju tau ,2,2
1228,@harmanto_1966 @hacknet71 @MichelAdamNew Wajar saja penasehatnya aja jack Ma anggota partai komunis cina,Wajar,2
1229,"Dah banyak jugak nampak indian dekat twitter ni outright racist terhadap melayu. Tapi sebab depa minorities, SJW semua tutup mata.",SJW,2
1230,"Paling benci kalo jerawat tumbuh disekitar bibir 

Karena orang bakal ngiranya itu 'nasi'",nasi,2
1231,"Sorry, boyfriend pula. Astarghfirullah.maksud aku, kalau kau jadi husband aku, nnti nmpk la betapa comelnya aku.Cringe sial aku tulis ni",Astarghfirullah,2
1232,"Mentang mentang aku pakai baju kilang masuk kedai makan western, semua orang nak tengok. Ingat aku tak ada duit ke babi ",western,2
1233,"Ala Timbalan Speaker ni ... bila gelar @dapmalaysia KOMUNIS... tak marah pun !! Tapi bila panggil dorang Taliban , marah pulak !!! Apa daaa",Ala,2
1234,Nama samaran rio yee. Jahanam punya budak,Jahanam,2
1235,@nadhiftm @wholesinner Jahanam ya jempol lo.,Jahanam,2
1236,@JackVardan ini azab bagi MUSLIM MUNAFIK yg dukung dan pilih Rezim Komunis,Rezim Komunis,2
1237,@HYUNJINtoon gua sakit hati ama abang nasi padang. telor dadar gua ga dimasukin cuma ayam goreng doang bayarnya 15rb,15rb,2
1238,Aku mcm dah malas nak reply ws org. Entahler kenapa.,org,2
1239,Mengamuk lisa.. barang make-up bli kt london uolls.. pmpuan dan make-up berpisah tiada #CariAkuDiSyurga #Teamlisa @jannanick95,Teamlisa,2
1240,@ninie_17 Ada apa dengan bandar? Ni toksah dok bandar sangat la port hampa tu port mat rempit dengan pantai robina maksuat tu. heh,robina maksuat,2
1241,"Jenis otak letak kat kaki, bodoh nak mampos! Anjir x yah racist. Kau kutuk sepet!",Kau,2
1242,weh icity mall best gila?!?? ada 4fingers harap buka lah yg lain2 tu aku dah malas nak masuk sunway semata,4fingers,2
1243,@SanAdipratama Idealis dan topingnya komunis,Idealis,2
1244,Virus Denggi https://t.co/KPuTxYjkj7 via @YouTube,Denggi,2
1245,Phone jatuh atas muka lagi sakit dari sakit hati ,Phone,2
1246,"@JackVardan Dikira komunis vs pancasila
#IstriAjaDicuekinApalagiRakyat 
#Pemilih02JanganTakutKeTPS",IstriAjaDicuekinApalagiRakyat,2
1247,"@ANJHENK ENAKAN PILOT!!! kalau ilang gak sakit hati.

Yeu dasar jiwa dagang.",Yeu,2
1248,Dengar cite ade sekumpulan orang Putih kena rogol malam takdi...klau tak silap 11 orang la kumpulan tu...,11,2
1249,Hukum yang Allah buat jangan pertikai. Ada sebab Allah tetapkan macam tu. Jangan jadi Islam liberal,Islam,2
1250,"@francmohede @wartapoLitik Komunis udah mati di dunia yg ada kapitalis .....HTI jelas alamat dan kadernya, anda punya alamat markas PKI ?",PKI,2
1251,@amadsafir Anjirr jenab ni siakk. Dah 8 minit sampai ni haaa boleh tweet tweet lagi eh!,ni,2
1252,patut la family mart langsung tadak kat Kedah. sbb Kedah ramai mat rempit,Kedah,2
1253,Syafkun salah ex dia pun salah. Dua dua sama bodoh,Syafkun,2
1254,Mamat2 moto pun jangan lah jadi macam orang gila bawak moto macam ular celok kanan celok kiri tak bagi signal suka himpit2 lagi dah lah tak pakai helmet uiii kepala tu kebal dah ka tahan lasak ,Mamat2,2
1255,Boring bukak FB dari tadi Aliff Aziz. What the heck ,Aliff Aziz,2
1256,"@tubirfess ANJIRR, gue mau protes ke temen gue bokap nya kenapa mie jadi lgbt:)",mie,2
1257,"@kopipekanbaru iMessage terlalu Liberal, gak cocok buat saya yang konservatif..",Liberal,2
1258,"Bila mana si dia berada di kg halaman, aku malas nak ambik tahu mana. Sbb dia ada keluarga juga utk di-bondingkan. Lol",kg,2
1259,@geloraco Komunis Penjilat dan penghianat Bangsa GO TO HELL,Komunis Penjilat,2
1260,Fakoff jangan buat aku jeles dan sakit hati ,Fakoff,2
1261,@yuaraagusto @izhamreduzan Alaaa typo janji faham. Tengah marah. Tu yang laju aku type.,Tengah,2
1262,@hazimamery Dah ban pun cuma kami mat rempit lari roadblock WENG WENG,WENG WENG,2
1263,"Malas nak kemane mane, maoknye ngepush jak malam ini",Malas,2
1264,Bella tolong jangan jadi bodoh nak stay,Bella,2
1265,Addmath paper 2 buat otak saya malas nak berfikir untuk hari ni,Addmath,2
1266,BODOH SIAL MANU KENA ROGOL,ROGOL,2
1267,Sorry tengah malas nak dengar voice,Sorry,2
1268,@syfqbaha Winrate 40 nak guna jugak peng tu lagi pukimak anak haram,40,2
1269,"@Irfanus_pw @vincentrcrd @jokowi Mo pake Ekonomi Liberalis apa Sosialis nich, atau Pilih Ekonomi Pancasilais aja...",Liberalis,2
1270,@AzrilWafi @aalamaz @nashikhik @KresmaUitm Anjirrrrr,Anjirrrrr,2
1271,I cannot brain Cikgu Azwan punya berani siram pokok pukul 1/2 pagi,pagi,2
1272,Tak payah tunjuk carta liga lah malam ni. Tunggu Terengganu hilang bengap dia dulu sikit baru tunjuk. Sakit hati tengok carta liga,Terengganu,2
1273,KOMUNIS dah lama takde. Tiba2 Lebai2 n UMNO pulak yg nak ambil alih jadi komunis?,Lebai2,2
1274,Hm kena marah text sv harini sebab weekend :) padahal dia suruh aku push dia takut dia missed timeline aku. Hm,weekend,2
1275,Babi apa dia dah tengok Avenger End Game. Fak spoiler pantat. Aku tertengok sial anjirrr,Avenger End Game,2
1276,Perangai serupa mat rempit je suka cuci mata . Low class,Low,2
1277,@AdolfWinnia @TirtoID Balada negeri kapitalis,Balada,2
1278,"@Muhd_zulhairi @Ainana_ Mula2 aku ingat dia ni kena rogol, tapi rupa rupanya.... Jilake",Jilake,2
1279,"Tau gak bedanya kamu sama PKI?
PKI itu komunis
Kalau kamu kokmanis.

Kyaa",PKI,2
1280,@UmiFatih10 Yg bikin tagar anak cucu komunis dan ahoker yg kecewa si Nyahok keok di DKI,DKI,2
1281,"@GerakanReceh @HukumDan @gnpfulama_sumut sistem komunis mulai di tegakan dimana pemuka agama semua mulai di tahan,
Naudzubillah ",Naudzubillah,2
1282,"@Kuntum__ @The_Mamu Kena tambah, 1) Cina = DAP = jahat = komunis",Cina,2
1283,This makcik be like Berapa Chicken Rice Shop bayar gaji kamu?? to all yang hentam dia kahkahkah mcm bodo,Chicken Rice,2
1284,"Asal aku nak jaga hati orang, orang bukan reti jaga hati aku pon. Fck u",Fck,2
1285,@bkxyk AKU TAK SUKA PEMBULI DOH BODOH BETUL BUDAK BAJU HITAM AND THE ONE WHO REcorded this!!!!!!,WHO,2
1286,Harini malas nak turun makan sebab takde mood nak makan sorang2  ugh sedeh !,sedeh,2
1287,Berharap lagi. Padan muka. Rindu punya pasal. Bab*nya perasaan ni,Rindu,2
1288,Kaki krem lagi. Pastu kena berjalan 1 hospital. Macamana nk tahan sakit tu  rasa bergenang je airmata tahan sakit tau tak ,Kaki,2
1289,Tahun ni Merdeka kene sambut kat Kajang sbb kene paksa gi sane. Kahkahkah padan muka diri sendiri! ,Kajang,2
1290,dah lah malas nak layan orang. aku nak pi makan murtabak cheese,murtabak cheese,2
1291,@oohhunniverse Stay strong kak  walaupun mingyu sec bias saya tapi sakit hati tu tetap ada ,mingyu,2
1292,"Cantik kena rogol, hodoh kena hina. Dunia oh dunia",Dunia,2
1293,Eii sakit hati nyaaa staff felda iffco ni. Boleh je ckp baik2. I'm new okayy. Hanjing tol.,Hanjing,2
1294,@moontaee1 @elfa598 Hamba kapitalis! Aku Rasa big2 companies NI mmg nampak duit je. Yela nak roll modal balik. Annoying,Annoying,2
1295,@detikcom Aowkwwkk. Satu dna dengan org org yang teriak pki pki pki tapi gatau arti komunis ,Satu,2
1296,"@sahaL_AS @Dennysiregar7 Yg jelas bukan penganut agama baru, Islam nusantara dan islam liberal",Islam,2
1297,Mungkin kena gaduh selalu. Padan muka kena balik Melaka tiba2.,Melaka,2
1298,@vivekoberoi Ab rana ayyub jaisa liberal thumari lenga.,jaisa,2
1299,@FaizzwanShaari Denggi boleh kene banyak kali faiz.,Denggi,2
1300,@TirtoID Hidup Go-Jek kapitalis dari Indonesia!!,Indonesia,2
1301,"@chippp0 Kau pakai kurta duk diam diam lah , kecoh je . Da la kerek orang tinggi johor",Kau,2
1302,Ngadela kopiko craving spaggeti carbonara aku malas nak buat tapi diri sendiri teringin jugak,carbonara,2
1303,Susah betoi nak meminang ustaz mai ofis bagi tazkirah. Struggle teroxxx (mat rempit),Struggle,2
1304,"@MichelAdamNew @aidilrafi4 @BiLLYKHAERUDIN Emang rezim Komunis Laknatullah,",Laknatullah,2
1305,"Penat lah and lapar. Rasa nak mengunyah je, tapi malas nak poie 7e.",7e,2
1306,"aku sumpah semua dapat UPSI, biar padan muka semua datang sini. berlagak eh haritu tak nak datang.",UPSI,2
1307,@afiqahqistina Tapi saya bukan mat rempit. Kbai,Kbai,2
1308,"Aku ni jahat jahat aku, aku kejut kau sahur. Kau sumpah babi tak kejut aku semalam. Anjirrr",semalam,2
1309,@mariachin @bachok_ahmad Lama dlm UMNO jadi kebodohan itu terlalu tebal sehingga kelihatan bebal @tokmatn9,UMNO,2
1310,@ainfareza Kannnn fafa...ni cimb ni nak kena rotan ni! Menyesal buka akaun cimb ,cimb,2
1311,Sakit hati wey ngn janna nick nih #CariAkuDiSyurga,CariAkuDiSyurga,2
1312,Sori adik mnis.bagi signal tgok clear baru belok. Kalau x. Jadilah macm tdi.kutip side mirror hang atas jalan. Padan muka,Sori,2
1313,"Di eropa, sosialis sama liberalis itu 2 kutub yg beda. PSI ni mau kemana arahnya....",2,2
1314,Kenapa aku rase aku sakit hati lepas stalk twitter dia  . Adekah jeles ?,Adekah,2
1315,Aku stress la nak beli tv x buleh buleh lg. Tak lepaih level tu dr siang. Aduii stress. Sikit g nak setel pulak tu ,Sikit,2
1316,Betina tu skali sama bodoh,Betina,2
1317,harap mahathir cancel forest city.baru padan muka,city,2
1318,Tgh kill enemy laki aku call pulak!! Bila masuk balik aku yg kena kill. Jahanam betul la!!!,Jahanam,2
1319,"@aburasyid13 Udah kaya Komunis az.. 
#DiskualifikasiJokowi #DiskualifikasiJokowi #DiskualifikasiJokowi",Komunis az,2
1320,Benda yg buat aku stress malam ni ialah akaun. Dan engkau. Diam je la. Sibuj je,Sibuj,2
1321,Sakit hati deh gua mah sama org yg tukang bohong bayar utang di entar entarin,org,2
1322,Shit la aku benci yall manusia abused binatang ni dasar setannn,Shit,2
1323,"Binatang pun kalau kita kacau dia, dia mengamuk. Apatah lagi kita ni manusia yang ada perasaan

Huks",Huks,2
1324,@vinimegaw Partai Masyarakat Sosialis,Partai Masyarakat Sosialis,2
1325,"Brownies nutella asyik lalu je kat ig ni, emm nak buat malas nak beli pun malas, caner",Brownies,2
1326,"rindu nak tengok janna nick marah mengamuk2 macam orang gila kalah filem action  
#CariAkuDiSyurga",CariAkuDiSyurga,2
1327,@fmtoday Inj negara demokrasi. Bukan komunis. Boleh tuduh org rompak dan hukum.Mahkamah baru mula bicara.Boleh fitnah apa? Duit GST dirompak,org,2
1328,"bila dah besar malas nak amik port kalau terasa dengan member,masing2 dah besar so pandai2 lah bukan semua darjah 1",1,2
1329,"@nrabelle_ Dr artis
Aepul roza
Hafiz suip
Bruno mars

Eyh banyak tp malas nak taip",Bruno,2
1330,Dah malas nak pakai maxis lagi. Esok juga aku patahkan simcard ni,Esok,2
1331,"aku teringat ayat cg norasah, kawkaw kena marah tapi aku still gelak @dania_syaza58",cg norasah,2
1332,"PADAN MUKA MAK NGAH!!! #Pia 
",Pia,2
1333,Orang malam raya bakar lemang. Aku bakar otak. Ha hadap la padan muka diri sendiri,malam,2
1334,Sembur bagi wangi timeline..ramai org busuk hati,Sembur,2
1335,"Shit,aku stress study coding ni,macam nak hempuk kepala kat meja ja",Shit,2
1336,Pukimak anak haram betul ktm bangang!,Pukimak,2
1337,"Kau dah buat salah tu terima jela, ni kalau mampos tgh jalanraya polis jugak yg kutip mayat kau tu, bebal punya org",org,2
1338,@NajibRazak Betul....melayu bodoh jika memilih pemimpin yang tidak amanah serta mengamalkan rasuah... betulkan Jib,Jib,2
1339,Busy sampai lupa nak buat claim outstation sial lah. Aku dah rabak ni tapi care apa aku dah dapat fuel shack tadi harap kekal lah seminggu,seminggu,2
1340,@MYaMyot_ 2019 &amp; still being toxic em penat la bawak la perangai tu sampai mati. Dah pujuk dah pun tapi..... fyl,2019,2
1341,"""Biar kata saya suka membetak, saya hanya mau membetak produk2 kapitalis"" -Carl Johnson",Johnson,2
1342,Sampai mati aku tak lupe semua kata kata hina kau perbuatan hina kau ape yang kau dah buat dengan hidup aku. I won't forgive,forgive,2
1343,Pagi pagi camer udah dateng ke rumah. Bodohnya gue lagi di ruang tamu duduk di sofa dan ngangkat kaki ke meja. Huuu udh di coret ini mah.,Pagi pagi,2
1344,TERKINI : CERITA BUDAK BODOH! Saya Malas Nak Layan  - Mohamad Hasan https://t.co/9xKnuP2vLM #malaysiagazette,Hasan,2
1345,Bodohnya Riana ni kenapa ko bodoh sangat alahaiiiii dh macam org gila dah #BukanCintaAku,BukanCintaAku,2
1346,EIIIIIII BODOHNYA ,BODOHNYA,2
1347,"@Haziqmahmur9 Liberal = minoriti, yet berani claim islam di malaysia ditindas 

Liberal 1 - Isma 0",Isma,2
1348,PADAN MUKA KAU NUR MENGGELITIK LA BIJIK MALAM KANG MENGENANG NASIB BOHSIA NAK GODA LAKI KAU! PADAN MUKA KAU!,NUR,2
1349,"Kakak aku punya minat bts ni lepas la nak beli lightstick, beli baju bt21, aku yang 6yearwithbts ni pun miskin lagi aku benci kakak aku",bt21,2
1350,Dan dan sexist. Takkan tak tau kot laki colleague tu ada kilang kat Pasir Gudang?,Pasir Gudang,2
1351,"@BonnieTriyana Tokoh komunis yang senang nonton layar tancep. 

Haji Misbar",Haji Misbar,2
1352,"Earphone cuma keluar suara dari sebelah kanan..  

ternyata earphoneku kapitalis :((",Earphone,2
1353,Deman jahanam ,Deman,2
1354,Tgk ulangan episod 5 ..sakit hati tgk Afida dok urut-urut Haris ni apa hal #AsalkanDiaBahagia,AsalkanDiaBahagia,2
1355,"Kata nak boikot si sajad tuu dengan sekutunya , pastu viralkan lagi pasal diorang tu, apa kejadah semua ni. Bebal",Bebal,2
1356,"WEY CEPAT LAH SIA ADA AIR AKU STRESS TAU CANI, TAKDE ELEKTRIK OKAY LAGI TAKDE AIR SUMPAH AH SUSAH GILA",WEY,2
1357,"@SammiSoh Tolong dibaca bener2 kalau emang bisa inggris, yang bisa diambil apa dari artikel itu ? Don't be RACIST!",t,2
1358,Cane nak ukur jari untuk cincin ni? Tali tape ada tapi cam bodoh je,Cane,2
1359,"@Encik_Ali Man Utd anjirr, OGS ketot",OGS,2
1360,"Keluarkan 40 hinggit semalam, tinggal 10 hinggit je harini . Habis beli makanan je . Kenyang nya idok . Aku stress ",semalam,2
1361,"Do stupid things, post it, orang kecam, apologise and claim org kecam tu haters. Eww bodoh",org,2
1362,@MSIALVP Dengan deal berjuta pound sterling dengan syarikat bank kapitalis macam Standard Chartered? Go away son you're fucking drunk.,Chartered,2
1363,"3 minggu hadap benda yang sama, sv tak tolong. aku yang bodoh ke?!!!!!!",3 minggu,2
1364,"@Generasi_MudaNU @felixsiauw Nu terkontaminasi dr dalam
Hmmm hebat komunis,liberal,Syiah dsb nya 
Sampe2 nu kesusupan",Syiah,2
1365,"Untuk yg bebal, @afiq_muqri 

Sincerely,
Ikers.",Sincerely,2
1366,"@mira_pilah94 Aah mira,aku stress doh keje sini",Aah,2
1367,"@jals_jalin Kena lantik ke atau dilantik ? Bahasa Melayu pun tak betul ada hati nak buat cerita bodoh, betul tak @corporate5709",Melayu,2
1368,@iamwearblack @DMarlaina @mahdlarmy @sandiuno Budiman dulunya bikin partai rakyat demokratik yg condong sosialis.. Hanya itu yg nampak,Budiman,2
