text_a,text_b,label,NE_type,PoS,isReply
"YB yang bekerja. Ini yang kita mahu. Ada setengah orang cakap geng politik ni menunjuk, kena la tunjuk. Kalau tak, pakai Mercedes tapi air keluar air teh tarik nak pakai mandi lahanat!",Mercedes,-1,ORG,PROPN,False
Muka tak malu betul. Rakyat buat kempen ni sebab pihak kamu gagal menjaga kebajikan rakyat. Tahu nak menempel saja. Tebal betul muka puak politik ni.,Tebal,-1,GPE,PROPN,False
Propaganda politik?! Yang kau merayu setiap rumah suruh undi kau pun PROPAGANDA POLITIKUS kau jugak!!,POLITIKUS,-1,ORG,NOUN,False
"cakap tak pakai akal, memang jadi UMNO auto jadi bodoh ke?",UMNO,-1,NORP,PROPN,False
"Kenapa masyarakat kita agak reaktif dgn parti Islam? Jika parti sekularis, liberalis, sosialis atau nasionalis buat hal, tidaklah riuh sgt. Hal ini kerana masyarakat kita masih menjunjung kemuliaan agama, mereka sukar menerima org yg membawa imej agama cuai melakukan kesalahan.",Islam,-1,NORP,PROPN,False
"Cer teka siapa bekap? Yes, orang politik dari parti yg luluskan projek tambak laut di Penang",Penang,-1,GPE,PROPN,False
Dah 3 kerajaan pegang Sabah dan keadaan masih begini. Bilalah kita nak ada pemimpin yang ikhlas menjalankan tugas untuk rakyat dan tidak melihat kedudukannya sebagai mata pencarian semata-mata?,Sabah,-1,GPE,NOUN,False
@LagaCawan @phaizalSshasita Kalau tak salah kerajaan Selangor ada kuasa untuk tutup kilang.,Selangor,-1,GPE,PROPN,True
"Nyanyuk cakap dia letak jawatan sebab dia dah tiada sokongan. Alasan paling waknat sekali. Alasan tu guna dekat budak bukit bintang boleh depa percaya. Persoalannya, macam mana dia pasti dia hilang sokongan? Parti dia tak buat apa2 statement langsung masa tu.",Nyanyuk,-1,PERSON,PROPN,False
@izzmier Lugar parok. Dia nikoh dgn ore umno dih? Meme muafakat nasional sgguh ahhahaha,ore,-1,GPE,NOUN,True
Kini360: 23 kes Covid-19 varian Afrika Selatan dikesan di Kelantan https://t.co/41ytM5NORk #PH #KerajaanGagal #PHKerajaanGagal #PHGagal,PHGagal,-1,ORG,PROPN,False
"No wonder la, disqualified dari jawatan Pengerusi UMNO Perlis Bercakap macam baru lepas minum tonik ketum",UMNO Perlis,-1,ORG,PROPN,False
Ramai pulak ahli ahli politik dari muar ni jd baik,muar,-1,GPE,PROPN,False
Wei penat bodoh dengan kerajaan macam ni. Serabut otak mat. Ramai lagi rakyat yang suffers wei. Siala punya kerajaan.,Wei,-1,PERSON,PROPN,False
Nanti kerajaan confirm guna alasan PKPD untuk tangguhkan parlimen,PKPD,-1,ORG,PROPN,False
DAPig.. Parti paling worst kat Malaysia.. Babi.. Tgk perangai pukimak ni,DAPig,-1,NORP,PROPN,False
Kesian pemuda umno ni .. Macam anak bujang yang terjerit2 kat ayah sedangkan ayah sedang mabok bercinta dengan pendatang asing berjubah,Kesian,-1,PERSON,PROPN,False
"Semoga Allah Aza Wajalla melindunginya dr malapetaka politik yg tdk mengenal batas kemanusiaan, InsyaAllah.",Aza Wajalla,1,PERSON,PROPN,False
kalau ketua menteri sabah boleh lepas dari tuduhan politik takkan kluster mahkamah tak boleh lepas,sabah,-1,GPE,PROPN,False
"In the context, jiran aku jatuh. Pi swasta, swasta nak tolak kerajaan. Kerajaan kt melaka penuh nak hantar ke johor. On the way meninggal.",context,-1,FAC,NOUN,False
@HermyRahim Dia memang babi.kami org kedah tak undi dia pun.dulu mengundi org lain yg menang.tiba tiba geng geng lebai walaun dan geng2 umno babi buat undi tidak percaya.pastu tiba2 naik jadi MB. DIA BUKAN MB YANG DI PILIH OLEH RAKYAT,kedah,-1,GPE,PROPN,True
Org melaka yg kasi settel. Bodoh yg salahkn kerajaan negeri.,Org,-1,ORG,NOUN,False
@mas_djono Puyeng liat orang2 ribut politik di temlen.. malam takbiran sik ribut ae..,Puyeng,-1,NORP,PROPN,True
Bagus! Jangan bagi DAP pegang. Biar sek kito belako. DAP sudah cukup kaya. Sek2 melayu kito ramai miskey lagi.,DAP,-1,NORP,PROPN,False
"@mkini_bm Ketepi politik, tumpu isu isu kerusi di Bagan Serai - @wanfayhsal",Bagan,-1,GPE,PROPN,True
"@mkini_bm Ketepi politik, tumpu kerusi di Bagan Serai - @wanfayhsal",Bagan,-1,GPE,PROPN,True
Rafizi win? Kerajaan negeri Selangor ni tak boleh nak kena tegur ke? Sama je dengan macai kerajaan pusat. Tegur sikit pun tak boleh.,Selangor,-1,GPE,PROPN,False
"""Taknak balik Msia selagi tak tukar kerajaan."" Aku nak pergi ikea cheras pon tak lepas mat..",Msia,-1,LOC,PROPN,False
"tak faham la dengan kerajaan bangsat ni, koyak sangat ke selangor tu dapat kat pembangkang? selalu sangat dianaktirikan bab macamni. Benda melibatkan nyawa tapi masih nak dipolitikkan ke?",selangor,-1,GPE,NOUN,False
@dopethatkicks @WanschaII Hahaha UMNO tunjuk siap2 senang ni ko baling batu lps tu yg macai melayu ni dok cuci taik ko alahai,UMNO,-1,NORP,PROPN,True
Ade ke. Budak2 pas mana rasa kerajaan ni gagal. Kah3.,Ade,-1,GPE,PROPN,False
Tau tak dulu Dr Maszlee terpaksa letak jawatan sebab cubaan beliau untuk tukar supplier kerajaan kerana YTL service/products sucks?,Maszlee,-1,ORG,PROPN,False
PaS pARtI MemBeLa IsLaM dAn MeLaYu.,MeLaYu,-1,ORG,PROPN,False
"UMNO BN, sembang kencang je lebih",UMNO BN,-1,ORG,PROPN,False
Kerajaan paling bangsat &amp; gagal. Pape pun Azmin ali tetap paling bangsat,Pape,-1,GPE,PROPN,False
helloooo kerajaan?? pkpd selangor acane??? lupa ker,selangor,-1,GPE,NOUN,False
Harap2 X menteri agama (PH) pun kene panggil RCI baru tau apa sebenarnya terjadi,RCI,-1,ORG,PROPN,False
Nothing new. UMNO &amp; rasuah itu perkara biasa.,Nothing,-1,ORG,PROPN,False
PGA ni dulu ditubuhkan utk lawan komunis kan? Sesuai lah hantar dorang lawan DAP,PGA,-1,ORG,PROPN,False
contoh Perlis cases bawah 10 tapi nak kena tunggu keputusan kerajaan pusat buat apa lah.,Perlis,-1,GPE,PROPN,False
@rylsjenoo caprice cakap dia takkan balik malaysia selagi kerajaan tak tukar,caprice,-1,ORG,NOUN,True
@aligatie tolong buat lagu untuk Kerajaan Malaysia satu kali ! Bg malu sikit kt depa pls ali.,Kerajaan Malaysia,-1,GPE,PROPN,True
Tapi oreit nak gabung dgn UMNO. RIP logic,oreit,-1,GPE,NOUN,False
@jijiGGgigi Omg delete gambar ni. Dah macam orang mengandung haa baju i tu. Haa Korea? Ada alasan nampaknya utk aku rebel kat kerajaan ni.,Haa Korea,-1,GPE,PROPN,True
@501Awani lanciao la. pkp1.0 segambut kena merayu sbb PUKIMAK ni tak agih kat tempat pembangkang,PUKIMAK,-1,ORG,NOUN,True
Perlu ke kerajaan gigih nak buka Langkawi pada mereka2 yang telah cukup 2 dos vaksin? Bagi kebenaran rentas negeri nak jumpa mak ngan ayah. Itu yang paling penting!,Langkawi,1,LOC,PROPN,False
Terima kasih kerajaan Kelantan #kelantancaknakebajikan,kelantancaknakebajikan,-1,GPE,PROPN,False
Waktu buat kelonggaran kuarantin untuk orang politik pulang dari PRN Sabah tak fikir pula?,PRN Sabah,-1,GPE,PROPN,False
Dengar cerita kerajaan PN tumbang pukul 1 pagi ni. Kes tengah naik lah dia tumbang. Patut tumbang masa PRU Sabah lagi.,Sabah,-1,GPE,PROPN,False
Mohon @DBPMalaysia untuk buat kursus penulisan dan tatabahasa untuk jabatan kerajaan di Malaysia. Dah teruk sangat.,Malaysia,-1,GPE,PROPN,False
@HazwanMrs Ni bkn kerajaan ggl lg.. tp #AhliPolitikGagal,AhliPolitikGagal,-1,ORG,PROPN,True
"Covid ni teruk lah, Malaysia gagal lah, semua ni politik lah. Banyak je aku dengar benda ni dari mulut yang tak pakai facemask.",Malaysia,-1,GPE,PROPN,False
@501Awani Punca covid teruk pun sebab politik jugak. Lupa ke PRN Sabah? Bukan politik ke tu?,PRN Sabah,-1,GPE,PROPN,True
@mkini_bm Hehehe.... Chini kt penang kan...haram punya DAP,DAP,-1,ORG,PROPN,True
"Kau menteri, kenapa nak tanya pegawia Kerajaan pula? Kau yng langgar SOP, dia pula yng kena? #dahtuapunbodoh",Kerajaan,-1,PERSON,PROPN,False
@mkini_bm Ambillah pengajaran dari PRN Sabah! Asyik nak berebut kuasa je geng politik sampah ni!,Sabah,-1,NORP,PROPN,True
@SukmawatiIsmail Selangor tu bawah PH kan?,Selangor,-1,GPE,PROPN,True
hari tu entah sapa entah cakap jangan berpolitik ketika pandemik COVID19 menyerang. Sekali geng dia dengan dia dia sekali yang main politik.,COVID19,-1,ORG,NOUN,False
@muhdafiq80 @Ridhwan_Razak @adiburhan Masa jadi MB lagi orang expose kartel dia. Especially with regards to handing contracts etc. Pembangkang Selangor masa tu duk attack MB je. But semua org senyap because he was part of PR (masa tu),org,-1,ORG,NOUN,True
KerajaaN bodo,KerajaaN,-1,ORG,PROPN,False
Selepas lebih setahun dinosaur Jeli ni boleh sembang kerajaan sedang kaji macam mana nak bantu rakyat?!,Jeli,-1,GPE,PROPN,False
beriya tak suka PAS. tp tak suka DAP punya pasal. parti jumud mcm pas pun dia berkawan.,DAP,-1,NORP,PROPN,False
"pH-1, Sik-k, Young b",Sik-k,0,GPE,PROPN,False
Seriously diorang ni tak layak jadi kerajaan atau sebagai kerabat diraja pun kalau diorang sendiri tak fikir masa depan malaysia. Kau nak tinggalkan budak budak dengan pencemaran ke? Malaysia ni semua dia nak mine. Tak fikir langsung.,Malaysia,-1,GPE,PROPN,False
Haram jadah DAP,DAP,-1,ORG,PROPN,False
Inisiatif Kotak Makanan untuk Mahasiswa dari Kerajaan Negeri Selangor. Siapa yang perlu sila pohon melalui pautan diberi.,Kerajaan Negeri Selangor,1,GPE,PROPN,False
"Tengok Sarawak laju, sebab kerajaan negeri ada duit boleh beli vaksin sendiri. Kita????",Sarawak,-1,WORK_OF_ART,PROPN,False
Kerajaan buat keputusan pundek tapi negeri yang bahalol. Bodo,Bodo,-1,PERSON,PROPN,False
"DAP wanna win rakyats heart but kes pencerobohan dekat Pahang still tak boleh nak handle dgn baik, so how guys?",Pahang,-1,GPE,PROPN,False
Amboi political prosecutions la sangat..sbb tu nak sangat UMNO yg jadi PM yer?? Sembanggggg,UMNO,-1,NORP,PROPN,False
Entah-entah dia nak buat Perak-style. Buang PM je. Kerajaan kekal. Haha jilaka,Perak-style,-1,GPE,PROPN,False
@muhd_fakhruddin Ait?? Bunyi cm merajuk j dgn kerajaan Malaysia,Malaysia,-1,GPE,PROPN,True
"Di luar gelanggang, ada pihak suggest Langkawi, ada juga suggest PD jadi PM. Tapi difahamkan pertemuan di dalam Istana bukan untuk memilih siapa jadi PM, tapi lebih kepada curhat mengenai isu semasa, politik, darurat etc. Kerana itu isu pembentukan kerajaan baharu tidak timbul",Langkawi,-1,GPE,PROPN,False
Gila babila selangor je 3k. Bodoh siot kerajaan nak semua 30juta mampos sebab covid ke apa,Gila,-1,GPE,PROPN,False
Stop la mainan politikus semua! Ramai dah terjejas sbb kerja yg tak hbis dari kerajaan ni,Stop la,-1,LOC,PROPN,False
"makin menarik permainan politik Malaysia, mcm tengok netflix",Malaysia,-1,ORG,PROPN,False
"Terengganu dah lama minta bantuan dan tak suka kerajaan , sebb bendera hitam putih tu",Terengganu,-1,GPE,PROPN,False
Kebangsatan politik punca semua benda ni,Kebangsatan,-1,NORP,NOUN,False
Aku dah takde kesabaran dah ni! Sumpah! Lantak lah bahasa makian apa lagi nak keluar! Pergi mampos! Sumpah penat dengan semua ni! Aku tetap nak salahkan kerajaan! Kalau tak gatal otak tu nak buat PRN Sabah dulu! Kes tak seteruk ini!,PRN Sabah,-1,NORP,PROPN,False
@tunfaisal Percayalah isu ni tidak akan berhenti selagi PN memerintah. Grassroot umno tetap bersengketa.,Grassroot,-1,ORG,PROPN,True
Hamlau betul kerajaan ni uruskan negara. Huru hara supply chain satu negara lahanat.,Hamlau,-1,GPE,PROPN,False
@f4kr0ls00d Kerajaan pusat dah bantu. Terpulang kepada kerajaan negeri sekarang nak uruskan. GAGAL tu kalau boleh tengok Selangor.,Selangor,-1,GPE,PROPN,True
Dan pengkhianat negara wajar dikeluarkan dari negara ini. Mana pergi suara ahli ahli parlimen dan ADUN yang pertahankan tasik chini baru baru ini. Mana pergi NGO NGO yang membidas kerajaan negeri Pahang. Takkan semua dah senyap sebab sekarang geng mereka yang terkena,Pahang,-1,GPE,PROPN,False
YB Ronnie Liu DAP tu ka? awat la jadi lagu ni YB?,Ronnie Liu,-1,PERSON,PROPN,False
PKP 3.0 | Kerajaan Kelantan hairan peningkatan kenderaan,Kerajaan Kelantan,-1,GPE,PROPN,False
Ahli POLITIK BANGSAT! lebih BANGSAT dari COVID19. Anjing punya manusia nafsu serakah lancau macam ni.,COVID19,-1,EVENT,NOUN,False
Hmmm jahatnya Kerajaan Pahang ye. Dasar.,Kerajaan Pahang,-1,GPE,PROPN,False
"Kimak, ini sebab kerajaan la babi.",Kimak,-1,GPE,PROPN,False
Takpe kita masih lagi undi UMNO,UMNO,-1,NORP,NOUN,False
@pakcikjanggut Selangor terus mengungguli kegagalan. Elok ditukar je kerajaan nnt #phgagal #kerajaanselangorgagal,Selangor,-1,GPE,PROPN,True
Kerajaan sekarang bermasalah nak vaksin orang ramai di banyak tempat kerana tiada duit untuk membel kelengkapan. Salah siapa? Ya tuan-tuan NAJIB RAZAK. Dia songlap dan buat kita hutang trilion. Maka janganlah bagi platform dan kemaafan kepada PENJENAYAH ini.,NAJIB RAZAK,-1,ORG,PROPN,False
"Kerajaan buat plot twist tibe *Insert korean drama ending song, with multiple sponsored labels*",tibe,-1,NORP,PROPN,False
"Dengan kerajaan slow, internet slow/tak meluas, teknologi kat Malaysia pun masih di awang awangan",Malaysia,-1,ORG,PROPN,False
@laylamajusi Tak kuasa aku nk jd baruah umno?Berdiri bersama susuk tubuh menteri kewangan terbaik Malaysia @anwaribrahim,Malaysia,-1,ORG,PROPN,True
PM mesti dari UMNO. Tu dah pasti.,UMNO,-1,NORP,PROPN,False
"Technically, kerajaan yang ada sekarang ni adalah daripada tangan-tangan kita",Technically,-1,ORG,PROPN,False
Im hoping for kebijaksanaan kerajaan selangor pulak.,Im hoping,-1,ORG,PROPN,False
mood rn nak pergi langkawi weh tolonglah cepat sikit bertindak something untuk kerajaan ni,langkawi,-1,LOC,PROPN,False
"Aku ok aje dgn PAS nih, dgn syarat ko buang Islam dr nama parti ko tuh, then aku ok.",Islam,-1,ORG,NOUN,False
Kite gantung Kan kain putih ni.. Mana tau ade rezeki... Alhamdulillah lah ade jugak org y nampak.. While gov cakap kain putih ni konspirasi pembangkang.. Bodoh Dan sombong..,org,-1,ORG,NOUN,False
@njazuli @yashimwong90 Wow lain mcm. Tnb sendiri cari Yashim Haritu kerajaan Sabah,Sabah,-1,ORG,PROPN,True
"Aku Penat hadap orang orang tua kerajaan ni, makin hari makin bodoh. Makan lah Maggie lagi, kan dah bodoh.",Maggie,-1,PERSON,PROPN,False
"@entranquille Dap kepala taik, lebih baik jangan bagi kepercayaan pada diorang . Plis la rakyat penang weiii",Dap,-1,GPE,PROPN,True
"Kerja tak kira masa siang ke malam, tapi kerajaan tak hargai pun staf staf KKM.",KKM,-1,ORG,PROPN,False
Kerajaan gagal kat Selangor je.. negeri lain ok je,Selangor,-1,GPE,PROPN,False
Good Job YB @SyedSaddiq !! for me xkisahlah kita di pembangkang atau kerajaan semua wakil rakyat perlu dekat dngn rakyat n hopefully Parlimen cepat bersidang,Good Job YB,-1,ORG,PROPN,False
Tapi Selangor kata tak boleh. Geng DAP pun kata tak boleh. Penyokong PH pun kata tak boleh. So soalan @rafiziramli terjawab la nampaknya.,Selangor,-1,GPE,PROPN,False
@leehrunjae Hyunjae ini personil boiben anak lanang yang ikut survival kerajaan itu bukan?,Hyunjae,-1,PERSON,PROPN,True
@fmtoday Umno sudahpun gagal.. takperlu cakap apa lagi. Presiden gagal dan gagal untuk menjadi presiden,Umno,-1,GPE,PROPN,True
@mimie_candycane Pasal sepital kerajaan. Tapi most episod touching tau. Sedey,Sedey,-1,PERSON,PROPN,True
"@SyedSaddiq Salah ni, YB. Dkt tab tu xde sticker muka YB besar2. Dah melanggar hukum politik malaysia.",malaysia,-1,GPE,PROPN,True
Tengah siap sedia nak jadi PM ke tu? Jangan lupa kau adalah perancang pembentukan kerajaan ni dan sebahagian dari kegagalan kerajaan ni.,Tengah,-1,LOC,PROPN,False
Perlu bersama kerajaan acik kau. Dah setahun ape kau buat? Sia sia bayar gaji,Sia,-1,PERSON,PROPN,False
@KoleksiMerapu Dap memang selalu bebal. Tak pernah cerdik pun.,Dap,-1,GPE,PROPN,True
"PERUTUSAN BUAT ANJING ANJING JOB JKOM SEKALIAN Jangan ingat kami tak tahu siapa anda. Kami TAHU, we'll name and shame you. Kami akan telanjangkan anda. Kami akan malukan anda semalunya. Orang mati bunuh diri dan kamu masih ambil job puji Kerajaan? Where is your dignity?",name,-1,LAW,NOUN,False
Rasa helpless gila macam ni. Kerajaan jenis muka tebal. Kalau riot pun aku rasa diorang buat bodoh je. Haih,Haih,-1,WORK_OF_ART,PROPN,False
"@hsnwan ko je bodo bagi dia best MB. padahal selangor dah lama maju sblom dia datang pon. biasalah orang pkr ni, kita ckap dari dlu lagi dia tu bodo babi. tanak dengor. best MB hakkktuihh",MB,-1,FAC,PROPN,True
My dad tk sempat daftar vaksin that day sbb system bodoh. Tau dia dah dpt vaccine dia today. Sinovac pulak tu. Laju kan kerajaan Sarawak buat keje. Tp sape tah tht day ckp Sarawak bolot vaccine negeri lain sbb 'laju sangat buat keje'. Lel paloi maka vaccine di sitok mostly AZ.,Sarawak,-1,NORP,PROPN,False
@suhailahsafei Depression aku teruk.. depress dengan kerajaan waknat,Depression,-1,ORG,PROPN,True
Angkat bendera putih bukan budaya kita katanya. Tapi biarkan rakyat kelaparan adalah budaya kerajaan negeri.,Angkat,-1,FAC,PROPN,False
Itu yg sedih....... Hanya fikir bab politik tidak fikir masalah rakyat... #MCO,MCO,-1,ORG,PROPN,False
"Isu ni dari zaman BN, PH &amp; sekarang PN sama je",PN,-1,ORG,NOUN,False
@_azangg Tipikal ayat2 politician yg nk tunjuk simpati tp yg bersalah tu parti sendiri.,Tipikal,-1,NORP,PROPN,True
"KJ, Hishamuddin, Tokmat. Kalau betul pun ak lantik PM baru. Takde orang lain dah dalam umno yang clean.",Hishamuddin,-1,PERSON,PROPN,False
Kepala bapak kau time time macam ni pun borak pasal politik. Bodoh apa korang ni?,Bodoh,-1,WORK_OF_ART,PROPN,False
"Benda boleh tangguh, kau benarkan apa ke babi la kerajaan sampah ni kan, nak tanya la kalau tak akad nikah boleh mati ke???? Eee babi apa aku tak faham",Benda,-1,PERSON,PROPN,False
Kerajaan Perak akui edar telefon pintar berkualiti rendah untuk elak penyalahgunaan https://t.co/dNuqhJFywb via @pendidikanmysmy,Kerajaan Perak,-1,ORG,PROPN,False
Lamanya tak makam char kuey teow malam2 kat belakang petronas sri iskandarrr dap emmmm,sri iskandarrr,-1,FAC,PROPN,False
@NgaKorMing @dapmalaysia Dap sibuk dgn durian haram raub.,Dap,-1,GPE,PROPN,True
"Buka dari 7 pagi la woi. orang nak beli sarapan awal sebelum masuk kerja. Bengap, sembab kerajaan orang orang tua ni.",Bengap,-1,PERSON,PROPN,False
Aku still tak faham kenapa org nak salahkan kerajaan negeri selangor pasal tak tutup kilang. Tolong la study sikit pasal bidang kuasa,selangor,-1,GPE,PROPN,False
Kerajaan negeri lain2 bang.. #Malaysia,Malaysia,-1,ORG,PROPN,False
"Laaaa, ingatkan salah DAP",DAP,-1,NORP,PROPN,False
"Kalau PKPD tapi kilang dan tempat kerja semua bukak, sampai kiamat lah kita PKPD. Sumpah bangang punya kerajaan. Aku nak maki pun dah tak tahu nak maki apa.",PKPD,-1,ORG,NOUN,False
"Pecat lah pengarah hospital , pun nak main politik",Pecat,-1,PERSON,PROPN,False
@TunCarlos666 Kasi bungkus karier politik si mamat ni!,Kasi,-1,PERSON,PROPN,True
DAMN.. ok guys kita dah xyh lawan dah.. ape yg FEDERAL tetapkan kita follow je.. xde makne dah politik ni... MKN uturn keputusan sbb kite against the odd.. la ni ikut pulak..,DAMN,-1,PRODUCT,PROPN,False
Sejahat kerajaan israel pun xde lagi scammer rakyat sendiri,Sejahat,-1,GPE,PROPN,False
cibai lah Malaysia tak da. dasae kerajaan gagal. tibe,Malaysia,-1,GPE,PROPN,False
Rasanya not a very uncommon view dekat pasar2 kat Kelantan. Tapi tulah kerajaan mana nampak semua ni,Kelantan,-1,GPE,PROPN,False
I think semua ahli politik kena audit semua expenses dari fund dapat dari government nak tengok telus ka tak,government,-1,ORG,PROPN,False
@cakepisyang Camna covid tak byk..kilang pun byk tak mematuhi arahan kerajaan.Selangor dan N9 kilang2 patut ditutup jgn operasi.,Selangor,-1,GPE,PROPN,True
"The most inhumane human! Rakyat tengah nazak, takde masa lah nak buat propaganda jatuhkan kerajaan. Kerajaan dh memang terang2 tunjuk bukti gagal. Bodoh terlaknat paling bangsat. Ya Allah, timpakan bala keatas pemimpin zalim ni semua Ya Allah.",human,-1,NORP,PROPN,False
Pak menteri kerajaan abah cow ni memang cilakak semuanya !!!!,cow,-1,PERSON,PROPN,False
@mkini_bm Apa masalah ko... Kerajaan ko kan kukuh buat nk risau klu anwar ada tujuan peribadi... Eh si bingai nih... Geram nk carut,si bingai,-1,PERSON,PROPN,True
Umno Bukit Bintang setuju saranan Hishammuddin https://t.co/u9LLDlS4o9 via @mymalaysiapost,Hishammuddin,-1,PERSON,PROPN,False
Kena kt geng dia panjang berjelar back up. Sampah politik,Sampah politik,-1,ORG,NOUN,False
@thawab_johor @RadziJidin Tok Wan..harap kerajaan ni biasa nya bawa ke meniarap Banyak jawatan nak kokot,Tok Wan,-1,PERSON,PROPN,True
Pelik sungguh lah kalau pemimpin politik Sarawak x menuntut. TERPALING mangsa pula tu.,Sarawak,-1,GPE,PROPN,False
Tolong lahhhh nanti update dalam buku teks Sejarah. Kerajaan ni lah kerajaan yang paling worse ! #KerajaanGagal,KerajaanGagal,-1,ORG,PROPN,False
"@syazrulaqram Satu lagi aspek adalah di mana pada awal kerajaan berjaya mengharungi wabak, kemudian setelah Sabah berlaku, mereka rasa takut dan kemudian semua langkah dilengahkan Saya faham dari sudut konservatisme, tetapi saya gusar kerajaan begini akan membawa psikologi anti parti politik",Sabah,-1,GPE,PROPN,True
@kazeociao aku harap @PDRMsia Kuantan cabut juga bendera parti yg fipasang kat utility pole masa pilihanraya nanti. Jgn jadi barua pathetic.,Kuantan,-1,GPE,PROPN,True
@yusof_haq @kuasasiswa Adakah dia orang politik BN?,BN,-1,ORG,PROPN,True
Kerajaan bantu juga tu kan boleh keluarkan duit sendiri? Ke tak eh? @irfnsykr,Kerajaan,-1,GPE,PROPN,False
